Movie,Year,Score,Adjusted Score,Director,Cast,Consensus,Box Office Collection,Imdb_genre,IMDB Rating,metascore,time_minute,Votes
Ali,2001,68,73.151,Michael Mann,"Will Smith, Jamie Foxx, Jon Voight, Mario Van Peebles","With wit and athletic genius, with defiant rage and inner grace, Muhammad Ali forever changed the American landscape. Fighting all...",87683966.0,Drama,6.7,65.0,157.0,98915.0
Gunnin' for That No. 1 Spot,2008,72,73.025,Adam Yauch,"Michael Beasley, Tyreke Evans, Bobbito Garcia, Brandon Jennings","Rucker Park in New York City's Harlem has been host to many legends, such as Wilt Chamberlain and Kareem Abdul-Jabbar....",,,,,,
The Blind Side,2009,66,73.737,John Lee Hancock,"Sandra Bullock, Tim McGraw, Quinton Aaron, Jae Head","Michael Oher (Quinton Aaron), a homeless black teen, has drifted in and out of the school system for years. Then...",305705794.0,Drama,7.6,53.0,129.0,324097.0
The Karate Kid,2010,66,74.433,Harald Zwart,"Jaden Smith, Jackie Chan, Taraji P. Henson, Wenwen Han","When his mother's career results in a move to China, 12-year-old Dre Parker (Jaden Smith) finds that he is a...",351774938.0,Drama,7.3,60.0,126.0,219360.0
Tin Cup,1996,72,73.741,Ron Shelton,"Kevin Costner, Rene Russo, Cheech Marin, Linda Hart","Roy McAvoy (Kevin Costner) was a golf pro with a bright future, but his rebellious nature and bad attitude cost...",75854588.0,Comedy,6.4,60.0,135.0,49830.0
Bethany Hamilton: Unstoppable,2018,74,75.051,Aaron Lieber,Bethany Hamilton,"One of the most accomplished athletes of her generation, Bethany Hamilton, became a surfing wunderkind when she returned to the...",666178.0,,,,,
Ultimate X: The Movie,2002,74,74.855,Bruce Hendricks,"Bob Burnquist, Brian Deegan, Carey Hart, Mat Hoffman","Bruce Hendricks highlights events of the 2001 Summer X Games, including skateboarding, BMX biking and the street luge....",,,,,,
Dodgeball: A True Underdog Story,2004,71,77.637,Rawson Marshall Thurber,"Vince Vaughn, Christine Taylor, Ben Stiller, Rip Torn","Average Joe's Gym and its owner, Peter La Fleur (Vince Vaughn), are both down on their luck. A fancy competing...",167791704.0,Comedy,6.7,55.0,92.0,244758.0
Personal Best,1982,73,74.155,Robert Towne,"Mariel Hemingway, Patrice Donnelly, Scott Glenn, Kenny Moore","Young sprinter Chris Cahill (Mariel Hemingway) is having difficulty reaching her potential as an athlete, until she meets established track...",2119003.0,,,,,
Jungleland,2019,74,76.325,Max Winkler,"Charlie Hunnam, Jack O'Connell, Jessica Barden, Jonathan Majors","When a devastating loss in the ring leaves Lion and his manager/brother Stan in debt to a local crime boss,...",,Drama,6.2,53.0,90.0,4914.0
Invincible,2006,72,77.647,Ericson Core,"Mark Wahlberg, Greg Kinnear, Elizabeth Banks, Kevin Conway",Lifelong football fan Vince Papale (Mark Wahlberg) sees his wildest dreams come true when he becomes a member of the...,58501127.0,Drama,8.7,,50.0,114508.0
Blades of Glory,2007,70,78.35,Will Speck,"Will Ferrell, Jon Heder, Will Arnett, Amy Poehler",Figure skaters Chazz Michael Michaels (Will Ferrell) and Jimmy MacElroy (Jon Heder) take their intense rivalry too far during the...,145594548.0,Comedy,6.3,64.0,93.0,167458.0
Remember the Titans,2000,73,76.787,Boaz Yakin,"Denzel Washington, Will Patton, Donald Adeosun Faison, Wood Harris","In Virginia, high school football is a way of life, an institution revered, each game celebrated more lavishly than Christmas,...",136771683.0,Drama,7.8,48.0,113.0,211597.0
Talladega Nights: The Ballad of Ricky Bobby,2006,71,78.039,Adam McKay,"Will Ferrell, John C. Reilly, Sacha Baron Cohen, Gary Cole","NASCAR superstar Ricky Bobby (Will Ferrell) is at the top of his game; adored by fans, a trophy wife by...",,Comedy,6.6,66.0,108.0,181377.0
The Phenom,2016,79,80.209,Noah Buschel,"Johnny Simmons, Ethan Hawke, Paul Giamatti, Sophie Kennedy Clark",A sports therapist (Paul Giamatti) tries to help a troubled rookie pitcher (Johnny Simmons) who grew up with an abusive...,,,,,,
Cool Runnings,1993,76,77.898,Jon Turteltaub,"Leon, Doug E. Doug, Malik Yoba, John Candy","Four Jamaican bobsledders dream of competing in the Winter Olympics, despite never having seen snow. With the help of a...",155008909.0,Comedy,7.0,60.0,98.0,102502.0
The Hammer,2007,80,80.884,Charles Herman-Wurmfeld,"Adam Carolla, Heather Juergensen, Oswaldo Castillo, Tom Quinn","On his 40th birthday, chronic underachiever Jerry Ferro (Adam Carolla) loses his carpentry job and his girlfriend. However, all is...",442638.0,,,,,
Stoked: The Rise and Fall of Gator,2003,81,80.975,Helen Stickler,,"This documentary film explores the life of former skateboarding pro Mark ""Gator"" Rogowski, who, in 1991, was sentenced to 31...",131712.0,,,,,
Without Limits,1998,79,79.957,Robert Towne,"Billy Crudup, Donald Sutherland, Monica Potter, Jeremy Sisto","Before Steve Prefontaine (Billy Crudup) makes it to the 1972 Olympics in Munich, he is an unlikely track star at...",780326.0,,,,,
White Men Can't Jump,1992,77,78.445,Ron Shelton,"Wesley Snipes, Woody Harrelson, Rosie Perez, Tyra Ferrell",Billy Hoyle (Woody Harrelson) is a white basketball hustler who banks on black players underestimating his skills on the court....,90753806.0,Comedy,6.8,65.0,115.0,84959.0
Safety,2020,80,82.109,Reginald Hudlin,"Jay Reeves, Thaddeus J. Mixson, Corinne Foxx, Matthew Glave","“Safety” is a drama inspired by the empowering story of former Clemson University football safety Ray McElrathbey (Jay Reeves), a...",,,,,,
Breath,2017,80,82.316,Simon Baker,"Simon Baker, Samson Coulter, Ben Spence, Elizabeth Debicki","In the 1970s, in a remote corner of the Western Australian coast, two teenage boys, Pikelet and Loonie, are hungry...",3243312.0,Drama,3.4,,106.0,288.0
Rudy,1993,78,81.374,David Anspaugh,"Sean Astin, Ned Beatty, Charles S. Dutton, Robert Prosky","Rudy Ruettiger (Sean Astin) wants to play football at the University of Notre Dame, but has neither the money for...",22750363.0,Drama,7.5,71.0,114.0,62620.0
The Short Game,2013,84,76.516,Josh Greenbaum,"Jack Nicklaus, Gary Player, Annika Sörenstam","The world's best 7-year-old golfers travel to Pinehurst, N.C., to compete in the World Championships of Junior Golf....",38856.0,,,,,
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,2006,81,82.884,Paul Crowder,Matt Dillon,This documentary looks back on a time when soccer briefly captured America's attention. The film profiles the North American Soccer...,,,,,,
The Longest Yard,1974,79,81.852,Robert Aldrich,"Burt Reynolds, Eddie Albert, Ed Lauter, Michael Conrad",An ex-football star doing time is forced by the warden to organize a team of inmates to play against his...,191558505.0,Comedy,6.4,48.0,113.0,176375.0
Step Into Liquid,2003,81,83.363,Dana Brown,Dana Brown,"In a documentary shot in waters all over the globe, director Dana Brown takes on tall waves and surfers who...",3975542.0,,,,,
He Got Game,1998,81,81.648,Spike Lee,"Denzel Washington, Ray Allen, Milla Jovovich, Rosario Dawson",Jake Shuttleworth (Denzel Washington) has spent the last six years in prison after accidentally killing his wife during a violent...,22411948.0,Drama,6.9,64.0,136.0,47694.0
Seabiscuit,2003,78,84.659,Gary Ross,"Tobey Maguire, Jeff Bridges, Chris Cooper, Elizabeth Banks","In the midst of the Great Depression, a businessman (Jeff Bridges) coping with the tragic death of his son, a...",148715342.0,Drama,7.3,72.0,140.0,72390.0
Rocky Balboa,2006,77,83.847,Sylvester Stallone,"Sylvester Stallone, Burt Young, Antonio Tarver, Geraldine Hughes","Now long-retired, Rocky (Sylvester Stallone) runs a Philadelphia eatery and mourns the loss of his beloved wife, Adrian. Yearning to...",156229050.0,Drama,7.1,63.0,102.0,214035.0
The Boxer,1997,80,84.011,Jim Sheridan,"Daniel Day-Lewis, Emily Watson, Brian Cox, Ken Stott",Rising teen boxer and Belfast native Danny Flynn (Daniel Day-Lewis) was imprisoned for 14 years after getting involved with the...,5896037.0,,,,,
Beyond the Mat,1999,82,84.361,Barry W. Blaustein,"Terry Funk, Mick Foley, Jake Roberts, Vince McMahon","""Beyond the Mat,"" Barry Blaustein's honest, intimate, revealing, highly entertaining, and critically acclaimed behind-the-scenes look at wrestling, takes viewers beyond...",2047570.0,,,,,
Miracle,2004,81,86.594,Gavin O'Connor,"Kurt Russell, Patricia Clarkson, Noah Emmerich, Sean McCann","When college coach Herb Brooks (Kurt Russell) is hired to helm the 1980 U.S. men's Olympic hockey team, he brings...",64474705.0,Drama,7.4,68.0,135.0,53878.0
Invictus,2009,76,84.96,Clint Eastwood,"Morgan Freeman, Matt Damon, Tony Kgoroge, Patrick Mofokeng","Following the fall of apartheid, newly elected President Nelson Mandela (Morgan Freeman) faces a South Africa that is racially and...",124514011.0,Drama,7.3,74.0,134.0,158039.0
Major League,1989,83,84.732,David S. Ward,"Tom Berenger, Charlie Sheen, Corbin Bernsen, Margaret Whitton","The new owner of the Cleveland Indians, former showgirl Rachel Phelps (Margaret Whitton), has a sweetheart deal to move the...",49793054.0,Comedy,7.2,62.0,107.0,68236.0
Goon,2011,81,85.184,Michael Dowse,"Seann William Scott, Jay Baruchel, Alison Pill, Marc-André Grondin","Though a misfit among his brainy family members, Massachusetts bouncer Doug Glatt (Seann William Scott) has a knockout punch that...",7018603.0,Comedy,6.8,64.0,92.0,86871.0
Pelotero,2011,86,85.369,Ross Finkel,John Alberto Leguizamo,Two Dominican baseball players face challenges as they try to make it to the Major Leagues....,,,,,,
"McFarland, USA",2015,80,85.092,Niki Caro,"Kevin Costner, Maria Bello, Morgan Saylor, Michael Aguero",Track coach Jim White (Kevin Costner) is a newcomer to a predominantly Latino high-school in California's Central Valley. Coach White...,45707924.0,Drama,7.4,60.0,129.0,38437.0
North Dallas Forty,1979,84,85.459,Ted Kotcheff,"Nick Nolte, Mac Davis, Charles Durning, Dayle Haddon",A brutal satire of American professional football in which a veteran pass-catcher's individuality and refusal to become part of the...,19010710.0,Comedy,6.9,80.0,119.0,5297.0
The Natural,1984,83,84.974,Barry Levinson,"Robert Redford, Robert Duvall, Glenn Close, Kim Basinger","On the way to a tryout with the Chicago Cubs, young baseball phenom Roy Hobbs (Robert Redford) is shot by...",47951979.0,Drama,7.4,61.0,138.0,48521.0
The World's Fastest Indian,2005,82,86.898,Roger Donaldson,"Anthony Hopkins, Bruce Greenwood, Diane Ladd, Paul Rodriguez","New Zealander Burt Munro spent years perfecting his classic Indian motorcycle. The year is 1967, and Burt takes his machine...",18991288.0,Drama,7.8,68.0,127.0,54556.0
The Armstrong Lie,2013,82,85.848,Alex Gibney,"Alex Gibney, Lance Armstrong, Reed Albergotti, Daniel Coyle","Filmmaker Alex Gibney chronicles Lance Armstrong's attempt to return to cycling, his admission of doping and subsequent fall from grace....",643885.0,,,,,
Cinderella Man,2005,80,88.275,Ron Howard,"Russell Crowe, Renée Zellweger, Paul Giamatti, Craig Bierko","During the Great Depression, ex-boxer James J. Braddock (Russell Crowe) works as a day laborer until his former manager Joe...",105021488.0,Drama,8.0,69.0,144.0,185420.0
The Other Dream Team,2012,88,87.566,Marius A. Markevicius,,The story of Lithuania's 1992 Olympic basketball team whose athletes won the bronze medal....,314444.0,,,,,
Looking for Eric,2009,85,88.537,Ken Loach,"Steve Evets, Éric Cantona, Stephanie Bishop, Gerard Kearns","Ever since his wife (Stephanie Bishop) left him, Eric Bishop's (Steve Evets) life has fallen apart. His two teen sons...",10559972.0,,,,,
The Rookie,2002,84,88.08,John Lee Hancock,"Dennis Quaid, Rachel Griffiths, Jay Hernandez, Beth Grant",A true story about a coach who discovers that it's never too late for dreams to come true. Jim Morris...,80491516.0,Drama,8.0,,43.0,35026.0
Slap Shot,1977,83,86.1,George Roy Hill,"Paul Newman, Michael Ontkean, Lindsay Crouse, Strother Martin","In the small New England town of Charlestown, the local mill is about to lay off 10,000 workers. The town's...",28000000.0,Drama,7.3,61.0,123.0,37133.0
Downhill Racer,1969,85,85.283,Michael Ritchie,"Robert Redford, Gene Hackman, Camilla Sparv, Karl Michael Vogler","A smug and overly self-assured downhill skier, David Chappellet (Robert Redford), joins the American ski team and quickly makes waves...",,,,,,
The Hurricane,1999,83,87.669,Norman Jewison,"Denzel Washington, Vicellous Reon Shannon, Deborah Kara Unger, Liev Schreiber","Denzel Washington is Rubin ""Hurricane"" Carter, a man whose dreams of winning the middleweight boxing title were destroyed when he...",73956241.0,,,,,
Big Fan,2009,86,88.953,Robert D. Siegel,"Patton Oswalt, Kevin Corrigan, Marcia Jean Kurtz, Michael Rapaport","Paul Aufiero (Patton Oswalt), a parking-garage employee, is a huge fan of the New York Giants. He lives at home...",234540.0,,,,,
Happy Valley,2014,89,88.603,Amir Bar-Lev,Joe Posnanski,"In 2011, longtime Penn State assistant football coach Jerry Sandusky is charged with multiple counts of child sex abuse, rocking...",67665.0,Drama,8.5,,58.0,38645.0
Jerry Maguire,1996,84,89.238,Cameron Crowe,"Tom Cruise, Cuba Gooding Jr., Renee Zellweger, Kelly Preston","When slick sports agent Jerry Maguire (Tom Cruise) has a crisis of conscience, he pens a heartfelt company-wide memo that...",273552592.0,Comedy,7.3,77.0,139.0,259927.0
Early Man,2018,80,90.504,Nick Park,"Eddie Redmayne, Tom Hiddleston, Maisie Williams, Miriam Margolyes","A plucky cave man named Dug, his sidekick Hognob and the rest of their tribe face a grave threat to...",45285890.0,Adventure,6.1,68.0,89.0,21905.0
42,2013,81,88.09,Brian Helgeland,"Chadwick Boseman, Harrison Ford, Nicole Beharie, Christopher Meloni","In 1946, Branch Rickey (Harrison Ford), legendary manager of the Brooklyn Dodgers, defies major league baseball's notorious color barrier by...",97470701.0,Drama,7.5,62.0,128.0,93616.0
Fire in Babylon,2010,91,91.047,Stevan Riley,"Colin Croft, Joel Garner, Tony Greig, Desmond Haynes",Capt. Clive Lloyd transforms his 1970s-era West Indies cricket team into champions who dominate the sport for many years afterward....,,,,,,
Chariots of Fire,1981,82,87.779,Hugh Hudson,"Ben Cross, Ian Charleson, John Gielgud, Nigel Havers","In the class-obsessed and religiously divided United Kingdom of the early 1920s, two determined young runners train for the 1924...",61910507.0,Drama,7.1,78.0,125.0,59509.0
Tyson,2008,85,90.984,James Toback,Mike Tyson,Former heavyweight boxing champion Mike Tyson reflects on his tumultuous life both in and out of the ring. Filmmaker James...,967296.0,,,,,
Bend It Like Beckham,2002,85,90.642,Gurinder Chadha,"Parminder Nagra, Keira Knightley, Anupam Kher, Archie Panjabi","Jess Bhamra (Parminder Nagra), the daughter of a strict Indian couple (Anupam Kher, Shaheen Khan) in London, is not permitted...",,Comedy,6.7,66.0,112.0,109760.0
The Heart of the Game,2005,87,90.888,Ward Serrill,,"Filmed over a period of seven years, director Ward Serrill profiles Bill Resler, a university professor who coaches a basketball...",446631.0,,,,,
Warrior,2011,84,90.875,Gavin O'Connor,"Joel Edgerton, Tom Hardy, Nick Nolte, Jennifer Morrison","An estranged family finds redemption in the unlikeliest of places: the MMA ring. Tommy (Tom Hardy), an ex-Marine with a...",24215385.0,Drama,8.2,71.0,140.0,463431.0
Eight Men Out,1988,86,89.163,John Sayles,"John Cusack, Clifton James, Michael Lerner, Christopher Lloyd","The Chicago White Sox, who are set to play the Cincinnati Reds in the World Series of 1919, are at...",5680515.0,,,,,
Eddie the Eagle,2016,81,94.066,Dexter Fletcher,"Taron Egerton, Hugh Jackman, Jo Hartley, Tom Costello","Cut from the Olympic ski team, British athlete Michael ""Eddie"" Edwards travels to Germany to test his skills at ski...",45060480.0,Comedy,7.3,54.0,106.0,92116.0
Whip It,2009,85,92.214,Drew Barrymore,"Ellen Page, Marcia Gay Harden, Kristen Wiig, Drew Barrymore",Bliss Cavendar lives in small-town Texas and yearns to break free of her mother's world of beauty pageants and conformity....,18889972.0,Drama,6.9,68.0,111.0,66926.0
Meru,2015,88,90.527,Jimmy Chin,"Jon Krakauer, Jimmy Chin, Renan Ozturk, Grace Chin",Three elite climbers fight through obsession and loss as they struggle to climb Mount Meru....,2350820.0,,,,,
John McEnroe: In the Realm of Perfection,2018,90,92.315,Julien Faraut,"Mathieu Amalric, John McEnroe",Archival footage showcases top-ranked tennis player John McEnroe competing in the 1984 French Open at Roland Garros Stadium in France....,,,,,,
Up for Grabs,2004,92,92.316,Michael Wranovics,,"During the final leg of Major League Baseball's 2001 season, Giants batter Barry Bonds scores a historic 73rd home run...",,,,,,
Girlfight,2000,88,91.533,Karyn Kusama,"Michelle Rodriguez, Jaime Tirelli, Paul Calderon, Santiago Douglas","Newcomer Michelle Rodriguez in an astounding performance alongside Jaime Tirelli, Paul Calderon and Santiago Douglas. Nothing comes easy for Diana...",1523941.0,,,,,
Field of Dreams,1989,87,91.877,Phil Alden Robinson,"Kevin Costner, Amy Madigan, James Earl Jones, Gaby Hoffman","When Iowa farmer Ray (Kevin Costner) hears a mysterious voice one night in his cornfield saying ""If you build it,...",64431625.0,Drama,7.5,57.0,107.0,117327.0
Harvard Beats Yale 29-29,2008,92,92.79,Kevin Rafferty,,"In November 1968, undefeated Ivy League football teams from Harvard and Yale square off in a historic game in which...",268431.0,,,,,
Heaven Can Wait,1978,89,93.372,Warren Beatty,"Warren Beatty, Julie Christie, Jack Warden, James Mason","Joe Pendleton (Warren Beatty), quarterback for the Los Angeles Rams, is killed in an auto accident. In the afterlife, Joe...",98800000.0,Comedy,6.9,72.0,101.0,21015.0
Diego Maradona,2019,90,94.359,Asif Kapadia,Diego Armando Maradona,...,2645994.0,,,,,
The Way Back,2020,84,98.305,Gavin O'Connor,"Ben Affleck, Al Madrigal, Janina Gavankar, Jeremy Radin","Jack Cunningham was a high school basketball superstar who suddenly walked away from the game for unknown reasons. Years later,...",26524989.0,Drama,7.3,66.0,133.0,115604.0
Dream Horse,2020,89,94.658,Euros Lyn,"Toni Collette, Damian Lewis, Owen Teale, Joanna Page","The film tells the inspiring true story of Dream Alliance, an unlikely race horse bred by small town bartender, Jan...",6482891.0,Comedy,6.9,68.0,113.0,4894.0
The Color of Money,1986,89,92.993,Martin Scorsese,"Paul Newman, Tom Cruise, Mary Elizabeth Mastrantonio, Helen Shaver","Former pool hustler ""Fast Eddie"" Felson (Paul Newman) decides he wants to return to the game by taking a pupil....",52293000.0,Drama,7.0,77.0,119.0,82079.0
Dogtown and Z-Boys,2001,92,93.83,Stacy Peralta,"Sean Penn, Jay Adams, Tony Alva, Bob Biniak","""Dogtown and Z-Boys,"" directed and co-written by skateboard legend-turned-filmmaker Stacy Peralta, is the story of a group of accidental revolutionaries,...",1600566.0,,,,,
Riding Giants,2004,93,95.416,Stacy Peralta,"Darrick Doerner, Laird John Hamilton, Dave Kalama, Brian L. Keaulana","Part sports history, part thrill ride, skateboarder Stacy Peralta's documentary pays homage to the brave, foolish surfers who dare ride...",3292333.0,,,,,
A Prayer Before Dawn,2017,92,95.16,Jean-Stéphane Sauvaire,"Joe Cole, Billy Moore, Pornchanok Mabklang, Panya Yimmumphai","The amazing true story of Billy Moore, an English boxer incarcerated in Thailand's most notorious prison. Thrown into a world...",499527.0,,,,,
Pumping Iron,1977,91,93.988,George Butler,"Arnold Schwarzenegger, Lou Ferrigno, Roger Callard, Franco Columbu",This partly real and partly scripted film documents what many consider to be the golden age of bodybuilding that occurred...,,,,,,
Bang the Drum Slowly,1973,92,95.039,John D. Hancock,"Robert De Niro, Michael Moriarty, Vincent Gardenia, Phil Foster","When hotshot pitcher Henry Wiggen (Michael Moriarty) is signed to the New York Mammoths, his confident ways quickly win over...",,,,,,
Red Army,2014,92,95.628,Gabe Polsky,"Scotty Bowman, Viacheslav Fetisov, Anatoli Karpov, Alexei Kasatonov","Hockey captain Slava Fetisov and four other players form a nearly unbeatable unit known as the ""Russian Five,"" but their...",803350.0,,,,,
Senna,2010,93,96.967,Asif Kapadia,"Alain Prost, Frank Williams, Ron Dennis, Viviane Senna",Ayrton Senna becomes a three-time Formula One racing champion and Brazil's national hero before his untimely death at age 34....,10924647.0,,,,,
The Crash Reel,2013,96,96.205,Lucy Walker,"Kevin Pearce, Shaun White, Mason Aguirre, Dr. Daniel Amen",Snowboarder Kevin Pearce suffers a traumatic brain injury while training for the 2010 Winter Olympics. His family stands by his...,,,,,,
The Damned United,2009,92,97.557,Tom Hooper,"Michael Sheen, Timothy Spall, Jim Broadbent, Stephen Graham",The story of Brian Clough's 44 day stint as manager of Leeds United Football Club takes place in 1974 England....,4199874.0,,,,,
Offside,2006,94,97.178,Jafar Panahi,"Sima Mobarakshai, Safar Samandar, Shayesteh Irani, Mohamad Kheirabadi","Since women are banned from soccer matches, Iranian females masquerade as males so they can slip into Tehran's stadium to...",857282.0,,,,,
No No: A Dockumentary,2014,97,96.466,Jeff Radice,"Larry Demery, Dock Ellis, Ron Howard","Baseball pitcher Dock Ellis had a controversial life and career, once pitching a no-hitter while high on LSD....",,,,,,
Lagaan: Once Upon a Time in India,2001,95,96.408,Ashutosh Gowariker,"Aamir Khan, Gracy Singh, Rachel Shelley, Paul Blackthorne","The year is 1893 and India is under British occupation. In a small village, the tyrannical Captain Russell (Paul Blackthorne)...",,,,,,
One Day in September,1999,97,96.329,Kevin Macdonald,"Michael Douglas, Ankie Spitzer, Jamal Al-Gashey, Gerald Seymour","""One Day in September"" is a new kind of thriller - one where real lives are at stake and every...",155158.0,,,,,
Touching the Void,2003,94,97.843,Kevin Macdonald,"Brendan Mackey, Nicholas Aaron, Richard Hawking, Joe Simpson","In 1985, two young climbers, Joe Simpson (Brendan Mackey) and Simon Yates (Nicholas Aaron), set out to be the first...",15396525.0,Adventure,8.0,82.0,106.0,35628.0
Deep Water,2006,96,97.735,Louise Osmond,Tilda Swinton,"In 1968, Donald Crowhurst, an inexperienced British sailor, puts up his home as collateral, gains financial backing and enters the...",736762.0,Drama,5.4,53.0,115.0,34865.0
Sugar,2008,92,97.554,Anna Boden,"Algenis Perez Soto, Rayniel Rufino, Andre Holland, Michael Gaston","Like many young men in the Dominican Republic, 19-year-old Miguel ""Sugar"" Santos (Algenis Perez Soto) dreams of winning a slot...",1143922.0,,,,,
The Pride of the Yankees,1942,94,96.277,Sam Wood,"Gary Cooper, Teresa Wright, Babe Ruth, Walter Brennan",This moving biographical drama follows the life of revered baseball player Lou Gehrig (Gary Cooper). Championed by sportswriter Sam Blake...,,,,,,
The Life and Times of Hank Greenberg,1999,97,98.261,Aviva Kempner,"Hank Greenberg, Alan Dershowitz, Bob Feller, Charlie Gehringer","""The Life and Times of Hank Greenberg"" is a humorous and nostalgic documentary about an extraordinary baseball player who transcended...",1703901.0,,,,,
"Bigger, Stronger, Faster",2008,96,98.58,Christopher Bell,Christopher Bell,This documentary presents the pervasive use of steroids in sports as an indication of the American obsession with winning at...,,,,,,
Million Dollar Baby,2004,90,101.375,Clint Eastwood,"Clint Eastwood, Hilary Swank, Morgan Freeman, Anthony Mackie","Frankie Dunn (Clint Eastwood) is a veteran Los Angeles boxing trainer who keeps almost everyone at arm's length, except his...",231928227.0,Drama,8.1,86.0,132.0,675372.0
Breaking Away,1979,95,98.045,Peter Yates,"Dennis Christopher, Dennis Quaid, Daniel Stern, Jackie Earle Haley","Dave (Dennis Christopher) and his working-class friends Cyril (Daniel Stern), Moocher (Jackie Earle Haley) and Mike (Dennis Quaid) spend their...",20000000.0,Comedy,7.7,91.0,101.0,23441.0
Rush,2013,89,97.945,Ron Howard,"Chris Hemsworth, Daniel Brühl, Olivia Wilde, Alexandra Maria Lara","In the mid-1970s, charismatic English playboy James Hunt (Chris Hemsworth) and Austrian perfectionist Niki Lauda (Daniel Brühl) share an intense...",98230839.0,Drama,8.1,74.0,123.0,468608.0
The Fighter,2010,91,100.364,David O. Russell,"Mark Wahlberg, Christian Bale, Amy Adams, Melissa Leo","For Micky Ward (Mark Wahlberg), boxing is a family affair. His tough-as-nails mother is his manager. His half-brother, Dicky (Christian...",129262388.0,Drama,7.8,79.0,116.0,360109.0
Foxcatcher,2014,87,97.359,Bennett Miller,"Steve Carell, Channing Tatum, Mark Ruffalo, Vanessa Redgrave",When wealthy John du Pont (Steve Carell) invites Olympic wrestler Mark Schultz (Channing Tatum) to move to his estate and...,19303058.0,Drama,7.0,81.0,134.0,141521.0
Creed II,2018,83,102.083,Steven Caple Jr.,"Michael B. Jordan, Sylvester Stallone, Tessa Thompson, Phylicia Rashad","In 1985, Russian boxer Ivan Drago killed former U.S. champion Apollo Creed in a tragic match that stunned the world....",213591522.0,Drama,7.1,66.0,130.0,120979.0
The Bad News Bears,1976,97,98.604,Michael Ritchie,"Walter Matthau, Tatum O'Neal, Vic Morrow, Joyce Van Patten","Hard-drinking, ex-minor-league hopeful Morris Buttermaker (Walter Matthau) grumpily agrees to coach a Little League team at the behest of lawyer-councilman...",42349782.0,Comedy,7.3,84.0,102.0,22577.0
When We Were Kings,1996,98,99.474,Leon Gast,"Muhammad Ali, George Foreman, Don King, B.B. King","On October 30, 1974, perhaps the most famous heavyweight championship boxing match of all time took place in Kinshasa, Zaire:...",4647606.0,,,,,
The Happiest Day in the Life of Olli Mäki,2016,98,101.577,Juho Kuosmanen,"Jarkko Lahti, Eero Milonoff, Oona Airola, Joonas Saartamo",Olli Mäki loses a fight for the world championship in the second round by knockout in front of a packed...,,,,,,
Racing Dreams,2009,100,100.214,Marshall Curry,Annabeth Barnes,"Marshall Curry goes behind the scenes of the World Karting Association, a youth racing league that often serves as a...",615028.0,,,,,
The Hustler,1961,96,99.578,Robert Rossen,"Paul Newman, Jackie Gleason, George C. Scott, Piper Laurie",Story Fast Eddie Felsen (Paul Newman) and his adventures in the world of professional pool. Fast Eddie is a young...,7600000.0,Drama,8.0,90.0,134.0,81084.0
Undefeated,2011,96,99.642,Dan Lindsay,Bill Courtney,"Since its founding in 1899, Manassas High School in North Memphis has never had a football team win a playoff...",585833.0,,,,,
The King of Kong: A Fistful of Quarters,2007,97,100.804,Seth Gordon,"Steve Wiebe, Mark Alpiger, Walter Day, Steve Sanders","Named ""Video Game Player of the Century"" in 1999, Billy Mitchell sets a record score in ""Donkey Kong"" that many...",,,,,,
Win Win,2011,94,101.055,Tom McCarthy,"Paul Giamatti, Amy Ryan, Bobby Cannavale, Jeffrey Tambor","Mike Flaherty (Paul Giamatti) is a struggling, though not overly ambitious, lawyer. As the court-appointed attorney of Leo Poplar (Burt...",11869063.0,,,,,
Next Goal Wins,2014,100,100.438,Mike Brett,"Thomas Rongen, Jaiyah Saelua, Nicky Salapu, Gene Ne'emia",Dutch coach Thomas Rongen attempts the nearly impossible task of turning the American Samoa soccer team from perennial losers into...,127671.0,Comedy,,,97.0,
Rocky,1976,91,97.539,John G. Avildsen,"Sylvester Stallone, Talia Shire, Burgess Meredith, Burt Young","Rocky Balboa (Sylvester Stallone), a small-time boxer from working-class Philadelphia, is arbitrarily chosen to take on the reigning world heavyweight...",225000000.0,Drama,8.1,70.0,120.0,560026.0
Horse Feathers,1932,97,100.159,Norman Z. McLeod,"Groucho Marx, Harpo Marx, Chico Marx, Zeppo Marx","The Marx Brothers take on higher education and football in this riotous comedy. The newly minted president of Huxley University,...",,,,,,
Changing the Game,2019,100,101.455,Michael Barnett,"Mack Beggs, Sarah Rose Huckman, Andraya Yearwood",This intimate story takes us into the lives of three high school athletes from across the US -- all at...,,,,,,
Murderball,2005,98,102.803,Henry Alex Rubin,,This documentary introduces the U.S. quad rugby team -- a team composed entirely of young paraplegic men. Using special wheelchairs...,1772979.0,,,,,
Raging Bull,1980,94,99.996,Martin Scorsese,"Robert De Niro, Cathy Moriarty, Joe Pesci, Frank Vincent",The story of a middleweight boxer as he rises through ranks to earn his first shot at the middleweight crown....,23380513.0,Drama,8.2,89.0,129.0,346117.0
The Endless Summer,1966,100,102.229,Bruce Brown,Bruce Brown,"Documentary filmmaker Bruce Brown, himself a competition-level surfer, follows surfers Michael Hynson and Robert August on an around-the-world surfing adventure....",,,,,,
